date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours,reroute_severity,origin_country,destination_country,aircraft_type,passengers_affected,reason,cancelled,event_type,severity,disruption_type,severity_level,flights_affected
2026-03-06,EgyptAir,EG666,London,Abu Dhabi,,,,,,,,,UK,UAE,Airbus A340-600,298.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,EgyptAir,EG7509,London,Abu Dhabi,Via Persian Gulf,Via Indian Ocean southern route,5429.0,7593.0,2164.0,8199.23,0.8,30.63923,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,EgyptAir,EG9576,London,Singapore,,,,,,,,,UK,Singapore,Boeing 737-800,199.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Emirates,EM6331,New York,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,4762.0,6488.0,1726.0,10471.4,4.7,32.4314,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Emirates SkyCargo,EM3669,New York,Dubai,,,,,,,,,USA,UAE,Boeing 787-10 Dreamliner,176.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Ethiopian Airlines,ET2253,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Boeing 737 MAX 8,418.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,Ethiopian Airlines,ET4887,Dubai,New York,,,,,,,,,UAE,USA,Boeing 787-9 Dreamliner,247.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,Ethiopian Airlines,ET5301,Amman,Dubai,,,,,,,,,Jordan,UAE,Boeing 777-300ER,416.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,Etihad Airways,ET1268,New York,Dubai,,,,,,,,,USA,UAE,Airbus A340-600,359.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Etihad Airways,ET723,Abu Dhabi,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3007.0,4678.0,1671.0,11251.31,1.2,29.16131,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Etihad Airways,ET9134,London,Kuwait City,Via Strait of Hormuz,Via Red Sea–Suez route,4149.0,5225.0,1076.0,4001.44,4.0,18.76144,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,FedEx Express,FE3828,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-200LR,450.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,FedEx Express,FE455,Dubai,Amman,,,,,,,,,UAE,Jordan,Boeing 737 MAX 8,446.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,FedEx Express,FE7997,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A330-300,141.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,Gulf Air,GU2317,Istanbul,Delhi,,,,,,,,,Turkey,India,Airbus A321neo,236.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,Gulf Air,GU6011,London,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,6645.0,8322.0,1677.0,8940.86,1.8,27.51086,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,IndiGo,IN8561,Abu Dhabi,Sydney,,,,,,,,,UAE,Australia,Airbus A380-800,106.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,Iran Air,IR2945,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Airbus A330-300,122.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Iran Air,IR3622,Istanbul,Delhi,,,,,,,,,Turkey,India,Airbus A340-600,316.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,Iran Air,IR5324,Tehran,Beijing,,,,,,,,,Iran,China,Airbus A321neo,90.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA2743,Paris,Beirut,Direct Tehran overfly,Via Ashgabat–Almaty route,8730.0,9776.0,1046.0,5530.3,3.5,19.4903,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA3714,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,195.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA544,Doha,Paris,,,,,,,,,Qatar,France,Airbus A330-300,362.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA6444,Doha,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8839.0,10185.0,1346.0,5632.65,2.7,21.792650000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA898,Mumbai,Dubai,Direct Middle East overfly,Via Central Asian detour,5801.0,7455.0,1654.0,10579.16,4.1,31.219160000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Jazeera Airways,JA9809,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10152.0,12155.0,2003.0,7495.54,3.1,30.62554,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,KLM,KL5298,Doha,Paris,,,,,,,,,Qatar,France,Airbus A330-300,321.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Kuwait Airways,KU308,Abu Dhabi,Washington,,,,,,,,,UAE,USA,Airbus A380-800,336.0,Airport closure — military activity,1.0,Diplomatic,Medium,,,
2026-03-06,Kuwait Airways,KU4507,Kuwait City,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2325.0,3154.0,829.0,4674.82,1.8,14.76482,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Kuwait Airways,KU8305,Mumbai,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,7414.0,8686.0,1272.0,5963.71,0.8,19.483710000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Lufthansa,LU1064,Dubai,Amman,,,,,,,,,UAE,Jordan,Boeing 737 MAX 8,359.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Lufthansa,LU1557,Istanbul,Tehran,,,,,,,,,Turkey,Iran,Airbus A330-300,159.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-06,Malaysia Airlines,MA4941,New York,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,4426.0,5906.0,1480.0,7246.71,1.6,23.646710000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Malaysia Airlines,MA6935,Paris,Beirut,Direct Middle East overfly,Via Central Asian detour,6966.0,8821.0,1855.0,7547.89,1.3,27.397890000000004,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Malaysia Airlines,MA9870,Doha,Los Angeles,Direct Gulf route,Via Jordan–Egypt alternate,3435.0,4259.0,824.0,4428.98,3.2,15.86898,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Oman Air,OM7326,London,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,4609.0,6043.0,1434.0,5892.36,4.6,24.832359999999998,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Oman Air,OM7370,Muscat,London,Via Baghdad FIR,Via Ankara–Baku corridor,10648.0,12139.0,1491.0,7392.84,4.9,27.202840000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Oman Air,OM9603,London,Muscat,,,,,,,,,UK,Oman,Airbus A330-300,312.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,Qatar Airways,QA3133,Paris,Doha,Via Persian Gulf,Via Indian Ocean southern route,6462.0,9399.0,2937.0,19206.89,3.4,51.976890000000004,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Qatar Airways,QA3623,London,Muscat,,,,,,,,,UK,Oman,Boeing 737 MAX 8,132.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Qatar Airways,QA5128,Washington,Abu Dhabi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7894.0,9685.0,1791.0,10892.74,1.1,29.90274,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Saudi Arabian Airlines,SA670,Dubai,Karachi,Via Baghdad FIR,Via Ankara–Baku corridor,10931.0,12322.0,1391.0,9700.6,1.9,25.510600000000004,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Singapore Airlines,SI7255,Dubai,Singapore,,,,,,,,,UAE,Singapore,Boeing 777-300ER,224.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Thai Airways,TH7414,Doha,Paris,,,,,,,,,Qatar,France,Airbus A320neo,275.0,Fuel supply disruption,1.0,Diplomatic,Medium,,,
2026-03-06,Thai Airways,TH8190,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3781.0,5420.0,1639.0,8347.51,3.4,28.13751,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Thai Airways,TH9910,Islamabad,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,8875.0,10453.0,1578.0,7252.82,4.4,27.43282,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU160,Sydney,Abu Dhabi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5849.0,7979.0,2130.0,8281.29,4.6,34.18129,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU1764,London,Singapore,,,,,,,,,UK,Singapore,Airbus A380-800,438.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU3977,Dubai,Istanbul,,,,,,,,,UAE,Turkey,Airbus A330-300,82.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU4980,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,10833.0,11804.0,971.0,4453.08,2.1,16.263080000000002,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU5720,Dubai,Cairo,,,,,,,,,UAE,Egypt,Airbus A320neo,154.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU6893,New York,Doha,,,,,,,,,USA,Qatar,Airbus A330-300,327.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-06,Turkish Airlines,TU9895,Istanbul,Tehran,,,,,,,,,Turkey,Iran,Boeing 737-800,102.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-06,United Airlines,UN4752,Mumbai,Dubai,,,,,,,,,India,UAE,Boeing 737-800,147.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,United Airlines,UN6116,Beirut,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,3883.0,4680.0,797.0,2934.14,2.2,13.10414,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,flydubai,FL4450,Islamabad,Riyadh,,,,,,,,,Pakistan,Saudi Arabia,Airbus A340-600,340.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-06,flydubai,FL5197,Dubai,London,,,,,,,,,UAE,UK,Boeing 777-300ER,315.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-06,flydubai,FL7125,Paris,Doha,Direct Middle East overfly,Via Central Asian detour,9931.0,10974.0,1043.0,4185.28,3.0,17.61528,,,,,,0.0,Diplomatic,Medium,,,
2026-03-06,flydubai,FL7427,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Boeing 777-200LR,217.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-07,Air Arabia,AI2148,London,Singapore,,,,,,,,,UK,Singapore,Airbus A330-300,272.0,Fuel supply disruption,1.0,Economic,High,,,
2026-03-07,Air Arabia,AI5183,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A380-800,376.0,Fuel supply disruption,1.0,Economic,High,,,
2026-03-07,Air France,AI5153,Amman,Dubai,,,,,,,,,Jordan,UAE,Airbus A321neo,112.0,Security risk — conflict zone,1.0,Economic,High,,,
2026-03-07,Air France,AI6293,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Airbus A380-800,428.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Air India,AI1158,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Airbus A320neo,132.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Air India,AI9295,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2368.0,4244.0,1876.0,9382.43,4.3,32.44243,,,,,,0.0,Economic,High,,,
2026-03-07,American Airlines,AM9643,Dubai,Delhi,Via Persian Gulf,Via Indian Ocean southern route,6053.0,8823.0,2770.0,18477.13,2.1,48.27713,,,,,,0.0,Economic,High,,,
2026-03-07,American Airlines,AM9856,Muscat,London,Via Persian Gulf,Via Indian Ocean southern route,5237.0,6976.0,1739.0,6477.11,1.4,25.26711,,,,,,0.0,Economic,High,,,
2026-03-07,British Airways,BR6333,Karachi,Istanbul,,,,,,,,,Pakistan,Turkey,Boeing 777-200LR,140.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,British Airways,BR8139,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Boeing 737-800,282.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Cargolux,CA2337,Doha,Mumbai,,,,,,,,,Qatar,India,Airbus A330-300,130.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,Cargolux,CA3049,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Airbus A380-800,273.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,Cargolux,CA7439,Islamabad,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,2994.0,4328.0,1334.0,9172.89,4.2,26.712889999999998,,,,,,0.0,Economic,High,,,
2026-03-07,Cargolux,CA8752,Dubai,Bahrain,,,,,,,,,UAE,Bahrain,Boeing 787-9 Dreamliner,426.0,Security risk — conflict zone,1.0,Economic,High,,,
2026-03-07,DHL Aviation,DH2936,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2755.0,5351.0,2596.0,10164.33,3.2,39.32433,,,,,,0.0,Economic,High,,,
2026-03-07,DHL Aviation,DH7778,Cairo,Riyadh,,,,,,,,,Egypt,Saudi Arabia,Airbus A340-600,204.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,EgyptAir,EG1870,Dubai,Karachi,Via Persian Gulf,Via Indian Ocean southern route,11292.0,14067.0,2775.0,10562.62,1.2,39.51262,,,,,,0.0,Economic,High,,,
2026-03-07,EgyptAir,EG5554,Cairo,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,5676.0,6761.0,1085.0,4219.21,0.9,15.96921,,,,,,0.0,Economic,High,,,
2026-03-07,EgyptAir,EG7953,Dubai,Bahrain,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9023.0,10856.0,1833.0,11550.69,4.4,34.28069000000001,,,,,,0.0,Economic,High,,,
2026-03-07,Emirates,EM2957,Doha,Los Angeles,,,,,,,,,Qatar,USA,Airbus A321neo,153.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,Emirates,EM6240,Mumbai,Dubai,,,,,,,,,India,UAE,Airbus A321neo,226.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,Emirates,EM905,Beirut,Paris,Via Strait of Hormuz,Via Red Sea–Suez route,11832.0,12682.0,850.0,3949.31,4.0,16.44931,,,,,,0.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM2595,Riyadh,London,Direct Tehran overfly,Via Ashgabat–Almaty route,5208.0,6840.0,1632.0,10455.62,4.8,31.57562,,,,,,0.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM288,London,Bahrain,,,,,,,,,UK,Bahrain,Airbus A340-600,270.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM5735,New York,Doha,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9737.0,11446.0,1709.0,8873.68,2.6,28.56368,,,,,,0.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM5999,Tehran,Moscow,,,,,,,,,Iran,Russia,Airbus A380-800,119.0,Insurance restriction — war zone,1.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM7224,Doha,London,,,,,,,,,Qatar,UK,Boeing 737-800,308.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,Emirates SkyCargo,EM8803,Istanbul,Tehran,,,,,,,,,Turkey,Iran,Boeing 777-200LR,89.0,Fuel supply disruption,1.0,Economic,High,,,
2026-03-07,Ethiopian Airlines,ET3962,Doha,London,Via Strait of Hormuz,Via Red Sea–Suez route,2657.0,4024.0,1367.0,8808.63,1.0,23.47863,,,,,,0.0,Economic,High,,,
2026-03-07,Etihad Airways,ET1153,Beijing,Tehran,Via Strait of Hormuz,Via Red Sea–Suez route,5849.0,6839.0,990.0,6462.93,2.2,18.56293,,,,,,0.0,Economic,High,,,
2026-03-07,Etihad Airways,ET6029,Mumbai,Dubai,,,,,,,,,India,UAE,Boeing 787-9 Dreamliner,106.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Etihad Airways,ET8005,Paris,Dubai,Via Persian Gulf,Via Indian Ocean southern route,6755.0,8432.0,1677.0,10757.51,1.5,29.02751,,,,,,0.0,Economic,High,,,
2026-03-07,Gulf Air,GU1949,Dubai,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4940.0,6893.0,1953.0,10897.39,1.4,31.82739,,,,,,0.0,Economic,High,,,
2026-03-07,Gulf Air,GU8649,Dubai,Cairo,,,,,,,,,UAE,Egypt,Boeing 787-10 Dreamliner,381.0,Insurance restriction — war zone,1.0,Economic,High,,,
2026-03-07,IndiGo,IN1491,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Boeing 787-9 Dreamliner,320.0,Airport closure — military activity,1.0,Economic,High,,,
2026-03-07,IndiGo,IN2088,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Airbus A330-300,318.0,Insurance restriction — war zone,1.0,Economic,High,,,
2026-03-07,IndiGo,IN4416,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 737-800,335.0,Airport closure — military activity,1.0,Economic,High,,,
2026-03-07,Iran Air,IR1791,London,Muscat,,,,,,,,,UK,Oman,Boeing 777-200LR,421.0,Fuel supply disruption,1.0,Economic,High,,,
2026-03-07,Iran Air,IR7051,London,Bahrain,,,,,,,,,UK,Bahrain,Airbus A321neo,316.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,Iran Air,IR8266,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Airbus A380-800,292.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Iran Air,IR9475,London,Bahrain,Via Baghdad FIR,Via Ankara–Baku corridor,9815.0,10763.0,948.0,3907.63,4.6,17.98763,,,,,,0.0,Economic,High,,,
2026-03-07,Jazeera Airways,JA1752,Paris,Beirut,Direct Gulf route,Via Jordan–Egypt alternate,7860.0,8857.0,997.0,3733.31,1.6,15.30331,,,,,,0.0,Economic,High,,,
2026-03-07,Kuwait Airways,KU9519,Mumbai,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,10135.0,10865.0,730.0,4473.81,0.9,12.67381,,,,,,0.0,Economic,High,,,
2026-03-07,Mahan Air,MA462,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A380-800,425.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Mahan Air,MA5712,New York,Doha,,,,,,,,,USA,Qatar,Boeing 777-300ER,401.0,Airport closure — military activity,1.0,Economic,High,,,
2026-03-07,Malaysia Airlines,MA6968,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A380-800,96.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Malaysia Airlines,MA9803,Istanbul,Dubai,,,,,,,,,Turkey,UAE,Airbus A340-600,241.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Oman Air,OM2646,Doha,New York,,,,,,,,,Qatar,USA,Boeing 787-10 Dreamliner,256.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Oman Air,OM6425,London,Muscat,,,,,,,,,UK,Oman,Boeing 777-300ER,223.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,Oman Air,OM9182,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Boeing 787-10 Dreamliner,93.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Oman Air,OM9398,Doha,Paris,,,,,,,,,Qatar,France,Airbus A340-600,98.0,Security risk — conflict zone,1.0,Economic,High,,,
2026-03-07,Pakistan International Airlines,PA6301,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Airbus A320neo,267.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Pakistan International Airlines,PA8328,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-200LR,216.0,Insurance restriction — war zone,1.0,Economic,High,,,
2026-03-07,Qatar Airways,QA1575,Abu Dhabi,Washington,,,,,,,,,UAE,USA,Boeing 777-200LR,419.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-07,Qatar Airways,QA316,Dubai,Amman,,,,,,,,,UAE,Jordan,Boeing 787-9 Dreamliner,335.0,Security risk — conflict zone,1.0,Economic,High,,,
2026-03-07,Qatar Airways,QA5866,Sydney,Abu Dhabi,Via Persian Gulf,Via Indian Ocean southern route,6323.0,8367.0,2044.0,10877.24,2.9,34.217240000000004,,,,,,0.0,Economic,High,,,
2026-03-07,Saudi Arabian Airlines,SA3515,Dubai,New York,Direct Middle East overfly,Via Central Asian detour,11850.0,12830.0,980.0,6817.47,3.7,20.31747,,,,,,0.0,Economic,High,,,
2026-03-07,Singapore Airlines,SI2053,New York,Dubai,Via Persian Gulf,Via Indian Ocean southern route,10171.0,12375.0,2204.0,13891.52,2.7,38.631519999999995,,,,,,0.0,Economic,High,,,
2026-03-07,Singapore Airlines,SI4111,Abu Dhabi,Sydney,,,,,,,,,UAE,Australia,Boeing 777-300ER,121.0,Insurance restriction — war zone,1.0,Economic,High,,,
2026-03-07,Singapore Airlines,SI4793,Bahrain,Dubai,Via Persian Gulf,Via Indian Ocean southern route,9244.0,11175.0,1931.0,11423.41,1.2,31.93341,,,,,,0.0,Economic,High,,,
2026-03-07,Singapore Airlines,SI9350,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A320neo,264.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,Turkish Airlines,TU1349,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 777-300ER,179.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,Turkish Airlines,TU1608,Karachi,Istanbul,,,,,,,,,Pakistan,Turkey,Boeing 787-9 Dreamliner,339.0,Crew safety — company policy,1.0,Economic,High,,,
2026-03-07,Turkish Airlines,TU4143,Beijing,Tehran,,,,,,,,,China,Iran,Boeing 777-300ER,181.0,Government travel ban,1.0,Economic,High,,,
2026-03-07,Turkish Airlines,TU9410,Doha,London,Direct Tehran overfly,Via Ashgabat–Almaty route,11968.0,12824.0,856.0,3947.82,3.0,15.50782,,,,,,0.0,Economic,High,,,
2026-03-07,United Airlines,UN2916,Cairo,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,11594.0,12421.0,827.0,3871.36,2.1,14.24136,,,,,,0.0,Economic,High,,,
2026-03-07,United Airlines,UN352,Dubai,Mumbai,,,,,,,,,UAE,India,Boeing 787-9 Dreamliner,111.0,Security risk — conflict zone,1.0,Economic,High,,,
2026-03-07,United Airlines,UN4689,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Boeing 787-9 Dreamliner,441.0,Airspace closure — NOTAM,1.0,Economic,High,,,
2026-03-07,flydubai,FL8884,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Airbus A380-800,390.0,Diplomatic advisory — do not fly,1.0,Economic,High,,,
2026-03-08,Air Arabia,AI7395,Tehran,Beijing,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6897.0,9021.0,2124.0,13476.87,3.3,38.016870000000004,,,,,,0.0,Military,Critical,,,
2026-03-08,Air Arabia,AI9971,Dubai,London,,,,,,,,,UAE,UK,Airbus A321neo,237.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-08,Air France,AI4399,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Boeing 737 MAX 8,366.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,Air India,AI2765,Paris,Doha,,,,,,,,,France,Qatar,Boeing 787-10 Dreamliner,261.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,Air India,AI6895,Washington,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,8055.0,8877.0,822.0,3330.9,2.0,13.5509,,,,,,0.0,Military,Critical,,,
2026-03-08,Air India,AI739,Cairo,Dubai,,,,,,,,,Egypt,UAE,Boeing 787-10 Dreamliner,392.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-08,Cargolux,CA4940,Bahrain,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,9770.0,10931.0,1161.0,4681.03,2.6,18.89103,,,,,,0.0,Military,Critical,,,
2026-03-08,Cargolux,CA7620,Doha,Paris,Direct Middle East overfly,Via Central Asian detour,10234.0,11514.0,1280.0,6512.95,2.4,21.71295,,,,,,0.0,Military,Critical,,,
2026-03-08,Cathay Pacific,CA3092,Muscat,London,Direct Tehran overfly,Via Ashgabat–Almaty route,3568.0,5284.0,1716.0,9953.52,1.7,28.81352,,,,,,0.0,Military,Critical,,,
2026-03-08,Cathay Pacific,CA7881,Doha,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,8225.0,9155.0,930.0,4790.76,4.2,18.29076,,,,,,0.0,Military,Critical,,,
2026-03-08,DHL Aviation,DH7540,Tehran,Moscow,,,,,,,,,Iran,Russia,Boeing 777-300ER,321.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-08,Delta Air Lines,DE2147,Beirut,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,7006.0,8327.0,1321.0,8288.61,4.6,26.09861,,,,,,0.0,Military,Critical,,,
2026-03-08,Delta Air Lines,DE4902,London,Bahrain,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4027.0,6352.0,2325.0,8814.85,4.9,36.96485,,,,,,0.0,Military,Critical,,,
2026-03-08,Delta Air Lines,DE7810,Kuwait City,Cairo,,,,,,,,,Kuwait,Egypt,Boeing 737 MAX 8,151.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-08,EgyptAir,EG2891,Cairo,Riyadh,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8553.0,10551.0,1998.0,13502.43,1.7,35.18243,,,,,,0.0,Military,Critical,,,
2026-03-08,EgyptAir,EG5245,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Boeing 777-300ER,296.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,EgyptAir,EG5899,London,Muscat,Direct Middle East overfly,Via Central Asian detour,8288.0,9823.0,1535.0,8886.3,4.9,29.1363,,,,,,0.0,Military,Critical,,,
2026-03-08,EgyptAir,EG722,Paris,Doha,,,,,,,,,France,Qatar,Boeing 777-200LR,241.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-08,Emirates,EM2180,Doha,Paris,Via Persian Gulf,Via Indian Ocean southern route,6090.0,7391.0,1301.0,8255.63,3.9,25.16563,,,,,,0.0,Military,Critical,,,
